Punto 1,Punto 2,Distancia (µm)
98.0,57.0,0.6413867787848454
98.0,58.0,0.5514390265478135
98.0,59.0,0.6256812287419211
98.0,60.0,0.7089372327646505
98.0,61.0,0.6117556701821408
98.0,62.0,0.4828716185488645
98.0,63.0,0.6736319469858892
98.0,67.0,0.6993782953452304
98.0,69.0,0.41995475946820765
98.0,70.0,0.381525883787719
98.0,71.0,0.4609349194843021
98.0,72.0,0.6193302834514068
98.0,92.0,0.5944981076504787
98.0,93.0,0.35611795798583357
98.0,94.0,0.20915305400591214
98.0,95.0,0.23784448700779276
98.0,96.0,0.4909755594731777
98.0,97.0,0.27101660465735294
98.0,99.0,0.5370176905838391
98.0,101.0,0.630984151940443
98.0,102.0,0.3861670622929925
98.0,103.0,0.2067292915868478
98.0,104.0,0.19821453024437913
98.0,105.0,0.42400471695489417
98.0,106.0,0.6005539109855167
98.0,107.0,0.7313617435988841
98.0,111.0,0.6953883806909631
98.0,112.0,0.4829254600867509
98.0,113.0,0.35133602149509224
98.0,114.0,0.41403502267320297
98.0,133.0,0.6362153723386442
98.0,134.0,0.5578261377884689
98.0,135.0,0.5700754336050625
98.0,139.0,0.7487282551099562
103.0,61.0,0.745617864592849
103.0,62.0,0.5802016890702749
103.0,63.0,0.7111996906635997
103.0,67.0,0.6666520831738248
103.0,68.0,0.7285176730869333
103.0,69.0,0.6026848264225673
103.0,70.0,0.5881538914263851
103.0,71.0,0.6552984053086044
103.0,92.0,0.7243652393647835
103.0,93.0,0.5041358943776963
103.0,94.0,0.410202389071541
103.0,95.0,0.40069065374675256
103.0,96.0,0.4965259308434956
103.0,97.0,0.29093126335957764
103.0,98.0,0.2067292915868478
103.0,99.0,0.4574986338777417
103.0,100.0,0.7058965929936195
103.0,101.0,0.46976589914552136
103.0,102.0,0.24060756430336933
103.0,104.0,0.26296767862229736
103.0,105.0,0.48628489592007684
103.0,106.0,0.6387315555066932
103.0,109.0,0.6484173039023559
103.0,111.0,0.48903578601161685
103.0,112.0,0.27687181149405604
103.0,113.0,0.21319005605327848
103.0,114.0,0.3699756748760651
103.0,133.0,0.5773846205087211
103.0,134.0,0.4323482392701514
103.0,135.0,0.3810262458151671
103.0,138.0,0.704682197873623
103.0,139.0,0.5794178112554015
103.0,140.0,0.6912712926196197
104.0,58.0,0.6533911539039996
104.0,59.0,0.6606133513637157
104.0,60.0,0.6810411147647404
104.0,62.0,0.6794777406214274
104.0,69.0,0.5736244415992052
104.0,70.0,0.4630302365936808
104.0,71.0,0.45259253197550675
104.0,72.0,0.5416133307074339
104.0,80.0,0.732353056933608
104.0,92.0,0.46226507547077395
104.0,93.0,0.25443466744922966
104.0,94.0,0.2621945842308724
104.0,95.0,0.4218257934266229
104.0,96.0,0.680947868782919
104.0,97.0,0.4580403912320394
104.0,98.0,0.19821453024437913
104.0,99.0,0.6964947953861533
104.0,101.0,0.7326281457874791
104.0,102.0,0.5004837659704856
104.0,103.0,0.26296767862229736
104.0,105.0,0.23600211863455825
104.0,106.0,0.40689310635595705
104.0,107.0,0.561103377284436
104.0,111.0,0.7024101366011168
104.0,112.0,0.5040337290301117
104.0,113.0,0.26084861510078966
104.0,114.0,0.2333109513074771
104.0,115.0,0.6595149732947692
104.0,132.0,0.5706461250197009
104.0,133.0,0.44994777474724773
104.0,134.0,0.4179246343540902
104.0,135.0,0.50716959688057
104.0,139.0,0.6420381608596174
104.0,140.0,0.6404498419080139
104.0,141.0,0.7193469260377777
105.0,58.0,0.7456037821792484
105.0,59.0,0.6769231861888022
105.0,60.0,0.6198612748026772
105.0,69.0,0.7284023613360957
105.0,70.0,0.5586931179100024
105.0,71.0,0.4537102599677463
105.0,72.0,0.434890790888931
105.0,73.0,0.6321787721839447
105.0,80.0,0.5351971599326738
105.0,91.0,0.5677261663865777
105.0,92.0,0.2896066297583673
105.0,93.0,0.21540659228538014
105.0,94.0,0.39080046059338275
105.0,95.0,0.6193948659780771
105.0,97.0,0.6915272951952076
105.0,98.0,0.42400471695489417
105.0,102.0,0.7268871989518043
105.0,103.0,0.48628489592007684
105.0,104.0,0.23600211863455825
105.0,106.0,0.17923448328934927
105.0,107.0,0.3320391543176798
105.0,112.0,0.6859307545226415
105.0,113.0,0.397181318795333
105.0,114.0,0.22699118925632342
105.0,115.0,0.4256301211145658
105.0,116.0,0.6762396025078686
105.0,131.0,0.5783424591018715
105.0,132.0,0.3750333318519835
105.0,133.0,0.34444448028673647
105.0,134.0,0.4392561894839957
105.0,135.0,0.6183283917143058
105.0,139.0,0.6825613525537466
105.0,140.0,0.5786752111504345
105.0,141.0,0.5616342226040005
105.0,142.0,0.7228146373725424
106.0,60.0,0.6978774964132316
106.0,70.0,0.7180480485315728
106.0,71.0,0.5825959148500786
106.0,72.0,0.49713680209777267
106.0,73.0,0.6411591066186302
106.0,74.0,0.7402033504382427
106.0,79.0,0.6909594778277522
106.0,80.0,0.4810623660192097
106.0,90.0,0.6693078514405758
106.0,91.0,0.44182349416933464
106.0,92.0,0.31412895441203764
106.0,93.0,0.3645888094826829
106.0,94.0,0.5642871609384713
106.0,98.0,0.6005539109855167
106.0,103.0,0.6387315555066932
106.0,104.0,0.40689310635595705
106.0,105.0,0.17923448328934927
106.0,107.0,0.23048861143232216
106.0,113.0,0.5058735019745548
106.0,114.0,0.30423674991690286
106.0,115.0,0.2550019607767751
106.0,116.0,0.513638978271704
106.0,117.0,0.7219487516437713
106.0,130.0,0.6256980102253802
106.0,131.0,0.3991553582253406
106.0,132.0,0.21523243250030882
106.0,133.0,0.2884042302047596
106.0,134.0,0.4676334034262307
106.0,135.0,0.6870262003737557
106.0,139.0,0.6953883806909632
106.0,140.0,0.521238908754901
106.0,141.0,0.4233414697380827
106.0,142.0,0.5501417999025341
106.0,155.0,0.6984275195036346
106.0,156.0,0.6338958905056887
107.0,55.0,0.6604400048452547
107.0,56.0,0.6704453743594626
107.0,59.0,0.7320689858203254
107.0,60.0,0.5783234389163212
107.0,70.0,0.7302520112947309
107.0,71.0,0.5488105319689117
107.0,72.0,0.38330144794926085
107.0,73.0,0.45228309718582227
107.0,74.0,0.513250426205376
107.0,75.0,0.68393347629722
107.0,78.0,0.6838603658642605
107.0,79.0,0.4640043103248073
107.0,80.0,0.2571886467167632
107.0,89.0,0.7143199563220952
107.0,90.0,0.4751294560432977
107.0,91.0,0.2367129062810055
107.0,92.0,0.21119185590358344
107.0,93.0,0.40626346131543756
107.0,94.0,0.6298769721143964
107.0,98.0,0.7313617435988841
107.0,104.0,0.561103377284436
107.0,105.0,0.3320391543176798
107.0,106.0,0.23048861143232216
107.0,113.0,0.7171701332319966
107.0,114.0,0.522766678356607
107.0,115.0,0.2032264746532793
107.0,116.0,0.38137907651049785
107.0,117.0,0.5874393585724402
107.0,130.0,0.5676028541154459
107.0,131.0,0.4020572098594925
107.0,132.0,0.36221540552549675
107.0,133.0,0.5115193055985277
107.0,134.0,0.6979656151989149
107.0,140.0,0.7338698794745563
107.0,141.0,0.5720078670787667
107.0,142.0,0.5974788699192632
113.0,70.0,0.7052836308890204
113.0,71.0,0.7134045135825817
113.0,92.0,0.678516764715508
113.0,93.0,0.5057993673384734
113.0,94.0,0.5060988045826624
113.0,95.0,0.582437121069734
113.0,96.0,0.7074517651402106
113.0,97.0,0.5039454335540703
113.0,98.0,0.35133602149509224
113.0,99.0,0.6443795465407014
113.0,101.0,0.58549978650722
113.0,102.0,0.406745620750857
113.0,103.0,0.21319005605327848
113.0,104.0,0.26084861510078966
113.0,105.0,0.397181318795333
113.0,106.0,0.5058735019745548
113.0,107.0,0.7171701332319966
113.0,109.0,0.7026414448351307
113.0,111.0,0.4638814503728296
113.0,112.0,0.29446222168556724
113.0,114.0,0.20330272993740123
113.0,115.0,0.7496785978004172
113.0,132.0,0.5820077319074033
113.0,133.0,0.3781441524075176
113.0,134.0,0.21996590644915873
113.0,135.0,0.24637572932413618
113.0,138.0,0.60181143226097
113.0,139.0,0.39870415096911144
113.0,140.0,0.47835760681732653
113.0,141.0,0.6552755145738315
113.0,156.0,0.7460965085027541
113.0,213.0,0.6422740847955798
113.0,214.0,0.652407847898843
114.0,70.0,0.685898680564411
114.0,71.0,0.6350952684440342
114.0,72.0,0.656189759139839
114.0,91.0,0.7452945726355455
114.0,92.0,0.5163845466316747
114.0,93.0,0.3992054608844923
114.0,94.0,0.48877397639399744
114.0,95.0,0.6487410885707794
114.0,97.0,0.6391439587448194
114.0,98.0,0.41403502267320297
114.0,102.0,0.5955249784853694
114.0,103.0,0.3699756748760651
114.0,104.0,0.2333109513074771
114.0,105.0,0.22699118925632342
114.0,106.0,0.30423674991690286
114.0,107.0,0.522766678356607
114.0,111.0,0.6491301872506006
114.0,112.0,0.4962579974166663
114.0,113.0,0.20330272993740123
114.0,115.0,0.5464448737063969
114.0,131.0,0.6401288932707228
114.0,132.0,0.39018585315205895
114.0,133.0,0.22240728405337817
114.0,134.0,0.21749712641779892
114.0,135.0,0.39550094816574066
114.0,138.0,0.7360658937894079
114.0,139.0,0.46037919153671575
114.0,140.0,0.4094703896498501
114.0,141.0,0.5012883401795818
114.0,142.0,0.7298547800761466
114.0,156.0,0.6391619513081177
114.0,213.0,0.6319620241755036
114.0,214.0,0.7177854832747733
115.0,71.0,0.7414849964766648
115.0,72.0,0.5863659267044767
115.0,73.0,0.63758685682815
115.0,74.0,0.6404880951274582
115.0,78.0,0.6949546747810248
115.0,79.0,0.5256814624846496
115.0,80.0,0.41312104763616186
115.0,89.0,0.6622537278113276
115.0,90.0,0.444190274544592
115.0,91.0,0.25489213404889527
115.0,92.0,0.4094691685585129
115.0,93.0,0.567768438714235
115.0,104.0,0.6595149732947692
115.0,105.0,0.4256301211145658
115.0,106.0,0.2550019607767751
115.0,107.0,0.2032264746532793
115.0,113.0,0.7496785978004172
115.0,114.0,0.5464448737063969
115.0,116.0,0.26103064954139027
115.0,117.0,0.4673884893747384
115.0,118.0,0.6792650439997631
115.0,130.0,0.386429812514511
115.0,131.0,0.19887936041731438
115.0,132.0,0.23584104816592058
115.0,133.0,0.4492004007121988
115.0,134.0,0.6690209264290615
115.0,140.0,0.6320126581010858
115.0,141.0,0.4123930164297161
115.0,142.0,0.39527458810300464
115.0,143.0,0.5566911172274982
115.0,155.0,0.5811170278007693
115.0,156.0,0.6330639778095104
116.0,53.0,0.7463846193484964
116.0,72.0,0.7246419805669557
116.0,73.0,0.6875710872338947
116.0,74.0,0.5856039617352328
116.0,75.0,0.6106594795792496
116.0,77.0,0.6823606084761925
116.0,78.0,0.49135018062477587
116.0,79.0,0.40310048375064006
116.0,80.0,0.44922154890432403
116.0,88.0,0.6184642269363685
116.0,89.0,0.41272387864042936
116.0,90.0,0.23124445939308466
116.0,91.0,0.21340337391897057
116.0,92.0,0.582274849190655
116.0,105.0,0.6762396025078686
116.0,106.0,0.513638978271704
116.0,107.0,0.38137907651049785
116.0,115.0,0.26103064954139027
116.0,117.0,0.21053503271427274
116.0,118.0,0.41974516078211055
116.0,119.0,0.6463783721629304
116.0,129.0,0.6432176925427344
116.0,130.0,0.2375394704043941
116.0,131.0,0.2634919353604585
116.0,132.0,0.465800386431785
116.0,133.0,0.6937333781792543
116.0,141.0,0.5780112455653439
116.0,142.0,0.42281083240617184
116.0,143.0,0.4585411650004827
116.0,144.0,0.6180906082444547
116.0,153.0,0.6779852505770314
116.0,154.0,0.7193066105632561
116.0,155.0,0.6132030658762234
117.0,53.0,0.6793563129904662
117.0,74.0,0.6731990790249196
117.0,75.0,0.6158327695080866
117.0,76.0,0.733790160740794
117.0,77.0,0.5586242028412304
117.0,78.0,0.43732139211339766
117.0,79.0,0.4638156961552725
117.0,80.0,0.6072108365304426
117.0,87.0,0.6450310070066402
117.0,88.0,0.4428238927609938
117.0,89.0,0.27585503439306674
117.0,90.0,0.2429176815301844
117.0,91.0,0.3861942516402851
117.0,106.0,0.7219487516437713
117.0,107.0,0.5874393585724402
117.0,115.0,0.4673884893747384
117.0,116.0,0.21053503271427274
117.0,118.0,0.21279332696304185
117.0,119.0,0.44051106683033525
117.0,120.0,0.6273858461903647
117.0,128.0,0.7332462069455252
117.0,129.0,0.437714518836193
117.0,130.0,0.23566925976885478
117.0,131.0,0.41154951099472814
117.0,132.0,0.6500807642131861
117.0,141.0,0.7196054474501983
117.0,142.0,0.5006335985528736
117.0,143.0,0.42356227405187996
117.0,144.0,0.47642523023030586
117.0,145.0,0.5999483311086048
117.0,151.0,0.7143647527698997
117.0,153.0,0.5997907968617058
117.0,154.0,0.7032901250550868
117.0,155.0,0.6623239388697949
118.0,52.0,0.6919479749229707
118.0,53.0,0.6192931454489062
118.0,75.0,0.6386211709613142
118.0,76.0,0.5618051263561058
118.0,77.0,0.4432268042436062
118.0,78.0,0.4276926466517749
118.0,79.0,0.5576593942542347
118.0,81.0,0.6427480066091221
118.0,87.0,0.4422352315227724
118.0,88.0,0.26681079438433525
118.0,89.0,0.21290608258102908
118.0,90.0,0.36019994447528736
118.0,91.0,0.5668588889662045
118.0,115.0,0.6792650439997631
118.0,116.0,0.41974516078211055
118.0,117.0,0.21279332696304185
118.0,119.0,0.22772132091659752
118.0,120.0,0.41838738030681555
118.0,121.0,0.6350637763248664
118.0,128.0,0.5491165632176832
118.0,129.0,0.2753924472457441
118.0,130.0,0.4080012254883556
118.0,131.0,0.6168776215749765
118.0,142.0,0.6746591732126673
118.0,143.0,0.5330309559490891
118.0,144.0,0.4556862956025778
118.0,145.0,0.4702393007820593
118.0,150.0,0.6995519994968208
118.0,151.0,0.6414047084329829
118.0,153.0,0.6440885032353861
119.0,50.0,0.5867137291729246
119.0,51.0,0.6387526907966807
119.0,52.0,0.613003262634058
119.0,53.0,0.6345273831758563
119.0,75.0,0.7355270219373317
119.0,76.0,0.4229349831829946
119.0,77.0,0.41780019147913267
119.0,78.0,0.5252237618387041
119.0,79.0,0.7180006963784923
119.0,81.0,0.4239716971685729
119.0,82.0,0.6067833221175415
119.0,87.0,0.24601829200285083
119.0,88.0,0.1963084307919553
119.0,89.0,0.3368827689271149
119.0,90.0,0.5537300786484332
119.0,116.0,0.6463783721629304
119.0,117.0,0.44051106683033525
119.0,118.0,0.22772132091659752
119.0,120.0,0.20277327240048182
119.0,121.0,0.41224385986937395
119.0,122.0,0.672420255495029
119.0,127.0,0.5602901034285721
119.0,128.0,0.3847076812334269
119.0,129.0,0.226883229878279
119.0,130.0,0.6203434532579513
119.0,143.0,0.7035801304755557
119.0,144.0,0.5344314736240745
119.0,145.0,0.41396135085295116
119.0,149.0,0.6544898776910153
119.0,150.0,0.6056962935333187
119.0,151.0,0.6352550668825869
120.0,49.0,0.6470030911827239
120.0,50.0,0.5313097025276314
120.0,51.0,0.6410117003612338
120.0,52.0,0.6988905493709298
120.0,76.0,0.47264891833156675
120.0,77.0,0.562225933233251
120.0,78.0,0.7136476721744419
120.0,81.0,0.32266546143025615
120.0,82.0,0.45224440295044016
120.0,83.0,0.655934447944305
120.0,87.0,0.2577828543561421
120.0,88.0,0.3612478373637687
120.0,89.0,0.5372196943523198
120.0,117.0,0.6273858461903647
120.0,118.0,0.41838738030681555
120.0,119.0,0.20277327240048182
120.0,121.0,0.2186732722579512
120.0,122.0,0.47600420166212826
120.0,123.0,0.6920065028596192
120.0,126.0,0.5878613782176885
120.0,127.0,0.35957752988750563
120.0,128.0,0.22451057881534212
120.0,129.0,0.2714498111990501
120.0,144.0,0.5877227237396897
120.0,145.0,0.3703741351660506
120.0,148.0,0.6791502042994613
120.0,149.0,0.4806183517095452
120.0,150.0,0.49317035596231845
120.0,151.0,0.6022889671909987
120.0,207.0,0.6233979467402825
120.0,208.0,0.7065953580373987
121.0,11.0,0.7191175147359435
121.0,12.0,0.6706847247403208
121.0,48.0,0.616730897555814
121.0,49.0,0.493316328535758
121.0,50.0,0.4642111588490737
121.0,51.0,0.6242195126716241
121.0,76.0,0.5294686015242074
121.0,77.0,0.6956838362359729
121.0,81.0,0.2500819865564091
121.0,82.0,0.267860038079591
121.0,83.0,0.44463917956023624
121.0,84.0,0.6656613252998855
121.0,87.0,0.3459046111285594
121.0,88.0,0.531543036827687
121.0,89.0,0.7333109845079371
121.0,118.0,0.6350637763248664
121.0,119.0,0.41224385986937395
121.0,120.0,0.2186732722579512
121.0,122.0,0.2602037663063316
121.0,123.0,0.4759464255564905
121.0,125.0,0.6233794991816782
121.0,126.0,0.4135516896350444
121.0,127.0,0.21700230413523267
121.0,128.0,0.27188416651213804
121.0,129.0,0.4726489183315667
121.0,145.0,0.5075992513784866
121.0,147.0,0.7077803331542917
121.0,148.0,0.5602865338378212
121.0,149.0,0.41954737515565527
121.0,150.0,0.5382053511439663
121.0,151.0,0.7197624608160667
121.0,206.0,0.7222970303137068
121.0,207.0,0.6042987671673674
122.0,9.0,0.6938825549039261
122.0,11.0,0.6292122058574516
122.0,12.0,0.6862361109705609
122.0,47.0,0.6770184635591558
122.0,48.0,0.4671241804916547
122.0,49.0,0.456395661679644
122.0,50.0,0.5600446410778341
122.0,51.0,0.7475105350428181
122.0,76.0,0.7234092894067646
122.0,81.0,0.40725544809124414
122.0,82.0,0.24848541204666316
122.0,83.0,0.258213090295593
122.0,84.0,0.44108162509902865
122.0,85.0,0.49601310466559245
122.0,86.0,0.7003406314073175
122.0,87.0,0.5778442696782585
122.0,119.0,0.672420255495029
122.0,120.0,0.47600420166212826
122.0,121.0,0.2602037663063316
122.0,123.0,0.21605786262017865
122.0,124.0,0.573840570193499
122.0,125.0,0.3805732518188844
122.0,126.0,0.24093360081150988
122.0,127.0,0.22779815626997507
122.0,128.0,0.4469418306670343
122.0,129.0,0.7103949605677112
122.0,145.0,0.6951266071731106
122.0,146.0,0.6549412187364604
122.0,147.0,0.5104635148568406
122.0,148.0,0.4559879384369721
122.0,149.0,0.43336128115003536
122.0,150.0,0.6409563167642549
122.0,205.0,0.6637740579444182
122.0,206.0,0.6690239158654941
122.0,207.0,0.6267702928505785
127.0,48.0,0.6897919976340694
127.0,49.0,0.6369089416863293
127.0,50.0,0.6653675675895242
127.0,76.0,0.7457217979917176
127.0,81.0,0.4613816207869577
127.0,82.0,0.4036000495540108
127.0,83.0,0.48431601253726897
127.0,84.0,0.6642236069276671
127.0,85.0,0.6901920022718316
127.0,87.0,0.5542743003243068
127.0,88.0,0.7150636335320093
127.0,119.0,0.5602901034285721
127.0,120.0,0.35957752988750563
127.0,121.0,0.21700230413523267
127.0,122.0,0.22779815626997507
127.0,123.0,0.4053455316146954
127.0,124.0,0.7135495778150248
127.0,125.0,0.47767771562006117
127.0,126.0,0.2306447484769598
127.0,128.0,0.2422168449963792
127.0,129.0,0.5340084268998009
127.0,145.0,0.481
127.0,146.0,0.7211102550927979
127.0,147.0,0.5148834819646092
127.0,148.0,0.3436815386371517
127.0,149.0,0.22572992712531503
127.0,150.0,0.41371608622339057
127.0,151.0,0.6447945409198188
127.0,159.0,0.6781777053250866
127.0,205.0,0.5836231660926424
127.0,206.0,0.5116805644149481
127.0,207.0,0.4214558102577303
127.0,208.0,0.6151788357867977
127.0,225.0,0.6864765108872991
128.0,50.0,0.7103808837518081
128.0,76.0,0.6939351554720368
128.0,81.0,0.49033050078492973
128.0,82.0,0.537841984229569
128.0,83.0,0.6854524053499265
128.0,87.0,0.47983851450253534
128.0,88.0,0.5705304549276925
128.0,89.0,0.7146033865019111
128.0,117.0,0.7332462069455252
128.0,118.0,0.5491165632176832
128.0,119.0,0.3847076812334269
128.0,120.0,0.22451057881534212
128.0,121.0,0.27188416651213804
128.0,122.0,0.4469418306670343
128.0,123.0,0.6438447017720965
128.0,125.0,0.7140175067881739
128.0,126.0,0.4594801410289677
128.0,127.0,0.2422168449963792
128.0,129.0,0.2989648808806814
128.0,144.0,0.5268861357067577
128.0,145.0,0.24907027120874947
128.0,147.0,0.7175081881065889
128.0,148.0,0.48919525754038135
128.0,149.0,0.26998703672584
128.0,150.0,0.28057797490180875
128.0,151.0,0.4486123047799737
128.0,152.0,0.6914658342969664
128.0,153.0,0.7402681946429956
128.0,159.0,0.6389945226682308
128.0,205.0,0.7222748784223358
128.0,206.0,0.5700000000000001
128.0,207.0,0.39892355157348147
128.0,208.0,0.49981796686393726
128.0,209.0,0.6347164721353937
128.0,227.0,0.7460898069267534
129.0,76.0,0.6472356603278282
129.0,77.0,0.6313168776454497
129.0,78.0,0.6868944605978415
129.0,81.0,0.5853170081246573
129.0,82.0,0.7224970588175429
129.0,87.0,0.45402753220482117
129.0,88.0,0.4108345165635427
129.0,89.0,0.47429315828925867
129.0,90.0,0.6320450933279999
129.0,116.0,0.6432176925427344
129.0,117.0,0.437714518836193
129.0,118.0,0.2753924472457441
129.0,119.0,0.226883229878279
129.0,120.0,0.2714498111990501
129.0,121.0,0.4726489183315667
129.0,122.0,0.7103949605677112
129.0,127.0,0.5340084268998009
129.0,128.0,0.2989648808806814
129.0,130.0,0.5342677231501075
129.0,143.0,0.5483621066412229
129.0,144.0,0.3239459831515124
129.0,145.0,0.20303694245136789
129.0,149.0,0.5453448450292715
129.0,150.0,0.4254033380216945
129.0,151.0,0.41076148797081746
129.0,152.0,0.5875414878968123
129.0,153.0,0.552297926847458
129.0,207.0,0.6087692502089772
129.0,208.0,0.5912444502910789
129.0,209.0,0.6325733159089151
130.0,78.0,0.6594619018563544
130.0,79.0,0.6275133464716109
130.0,80.0,0.6824404735945839
130.0,88.0,0.6654179137955335
130.0,89.0,0.5115193055985277
130.0,90.0,0.4242652472215938
130.0,91.0,0.4473946803438771
130.0,106.0,0.6256980102253802
130.0,107.0,0.5676028541154459
130.0,115.0,0.386429812514511
130.0,116.0,0.2375394704043941
130.0,117.0,0.23566925976885478
130.0,118.0,0.4080012254883556
130.0,119.0,0.6203434532579513
130.0,129.0,0.5342677231501075
130.0,131.0,0.24000208332429115
130.0,132.0,0.4933284909672257
130.0,133.0,0.7143199563220952
130.0,141.0,0.5107210588961456
130.0,142.0,0.26873406929527927
130.0,143.0,0.22217335573826116
130.0,144.0,0.410396150079408
130.0,145.0,0.6330639778095102
130.0,151.0,0.6680276940367067
130.0,152.0,0.6326080935302676
130.0,153.0,0.4411178980726128
130.0,154.0,0.492293611577481
130.0,155.0,0.42729966065982306
130.0,156.0,0.6534906273237588
130.0,157.0,0.7117092102818396
130.0,210.0,0.7167551883314134
130.0,211.0,0.6864874361559722
131.0,79.0,0.6405388356688453
131.0,80.0,0.5918817449457281
131.0,89.0,0.6635397501280537
131.0,90.0,0.49391699707541953
131.0,91.0,0.38846492763182616
131.0,92.0,0.6072758845862397
131.0,93.0,0.7481711034248784
131.0,105.0,0.5783424591018715
131.0,106.0,0.3991553582253406
131.0,107.0,0.4020572098594925
131.0,114.0,0.6401288932707228
131.0,115.0,0.19887936041731438
131.0,116.0,0.2634919353604585
131.0,117.0,0.41154951099472814
131.0,118.0,0.6168776215749765
131.0,130.0,0.24000208332429115
131.0,132.0,0.25371243564319046
131.0,133.0,0.47822379698212436
131.0,134.0,0.7050631177419506
131.0,140.0,0.5920616521951071
131.0,141.0,0.31625464423467387
131.0,142.0,0.20110942295178508
131.0,143.0,0.3664314396991612
131.0,144.0,0.628814758096532
131.0,153.0,0.5939730633623044
131.0,154.0,0.5559658262879111
131.0,155.0,0.3937537301410617
131.0,156.0,0.5093888495049731
131.0,157.0,0.7116832160448917
131.0,211.0,0.6170980473150114
131.0,212.0,0.7455159287366032
132.0,72.0,0.6999714279883144
132.0,80.0,0.6140244294814337
132.0,90.0,0.6733706260299748
132.0,91.0,0.48952323744639553
132.0,92.0,0.5129931773425452
132.0,93.0,0.5771048431611019
132.0,104.0,0.5706461250197009
132.0,105.0,0.3750333318519835
132.0,106.0,0.21523243250030882
132.0,107.0,0.36221540552549675
132.0,113.0,0.5820077319074033
132.0,114.0,0.39018585315205895
132.0,115.0,0.23584104816592058
132.0,116.0,0.465800386431785
132.0,117.0,0.6500807642131861
132.0,130.0,0.4933284909672257
132.0,131.0,0.25371243564319046
132.0,133.0,0.2298956284925835
132.0,134.0,0.45742321760050586
132.0,135.0,0.6958160676500649
132.0,139.0,0.6360503124753575
132.0,140.0,0.39628903593210835
132.0,141.0,0.21520455385516352
132.0,142.0,0.3525067375242634
132.0,143.0,0.5832752352020443
132.0,154.0,0.6962585726581755
132.0,155.0,0.4852793010215869
132.0,156.0,0.43555596655309414
132.0,211.0,0.621256790707353
132.0,212.0,0.6514384084470303
132.0,213.0,0.6350472423371349
133.0,91.0,0.6908523720738028
133.0,92.0,0.5906894277029173
133.0,93.0,0.55713732597987
133.0,94.0,0.6926853542554513
133.0,98.0,0.6362153723386442
133.0,103.0,0.5773846205087211
133.0,104.0,0.44994777474724773
133.0,105.0,0.34444448028673647
133.0,106.0,0.2884042302047596
133.0,107.0,0.5115193055985277
133.0,111.0,0.7384070693052713
133.0,112.0,0.6369623222766008
133.0,113.0,0.3781441524075176
133.0,114.0,0.22240728405337817
133.0,115.0,0.4492004007121988
133.0,116.0,0.6937333781792543
133.0,130.0,0.7143199563220952
133.0,131.0,0.47822379698212436
133.0,132.0,0.2298956284925835
133.0,134.0,0.2276839915321231
133.0,135.0,0.4661201561829308
133.0,138.0,0.7419029586138608
133.0,139.0,0.420138072542825
133.0,140.0,0.23860637040950938
133.0,141.0,0.2817534383108749
133.0,142.0,0.5279024531104208
133.0,155.0,0.600483138814072
133.0,156.0,0.42296217324957114
133.0,211.0,0.6456903282534128
133.0,212.0,0.5768396657651067
133.0,213.0,0.4883369738203323
133.0,214.0,0.6436715000681635
134.0,92.0,0.7250834434739218
134.0,93.0,0.6155858997735408
134.0,94.0,0.6799919117166028
134.0,97.0,0.7232731157730115
134.0,98.0,0.5578261377884689
134.0,101.0,0.7345372693063302
134.0,102.0,0.6002041319417921
134.0,103.0,0.4323482392701514
134.0,104.0,0.4179246343540902
134.0,105.0,0.4392561894839957
134.0,106.0,0.4676334034262307
134.0,107.0,0.6979656151989149
134.0,111.0,0.5107298698920987
134.0,112.0,0.42162661206332824
134.0,113.0,0.21996590644915873
134.0,114.0,0.21749712641779892
134.0,115.0,0.6690209264290615
134.0,131.0,0.7050631177419506
134.0,132.0,0.45742321760050586
134.0,133.0,0.2276839915321231
134.0,135.0,0.23843657437566074
134.0,138.0,0.5377769054171071
134.0,139.0,0.24351591323771848
134.0,140.0,0.2591466766138434
134.0,141.0,0.47034561760475635
134.0,142.0,0.7362452037195214
134.0,156.0,0.5311732297471325
134.0,163.0,0.7284023613360955
134.0,212.0,0.5998466470690653
134.0,213.0,0.435496268640731
134.0,214.0,0.5002969118433571
134.0,220.0,0.7402898081157138
135.0,94.0,0.7457459352889563
135.0,97.0,0.6434221009570623
135.0,98.0,0.5700754336050625
135.0,99.0,0.6818049574475095
135.0,101.0,0.5262404393430824
135.0,102.0,0.4519081765137694
135.0,103.0,0.3810262458151671
135.0,104.0,0.50716959688057
135.0,105.0,0.6183283917143058
135.0,106.0,0.6870262003737557
135.0,109.0,0.5569955116515753
135.0,111.0,0.27230313990110366
135.0,112.0,0.2245105788153426
135.0,113.0,0.24637572932413618
135.0,114.0,0.39550094816574066
135.0,132.0,0.6958160676500649
135.0,133.0,0.4661201561829308
135.0,134.0,0.23843657437566074
135.0,137.0,0.5433323108374838
135.0,138.0,0.355584026637868
135.0,139.0,0.21780725424099143
135.0,140.0,0.43442490720491594
135.0,141.0,0.6932885402197266
135.0,156.0,0.7077379458528418
135.0,163.0,0.7391846859885557
135.0,212.0,0.7061019756380799
135.0,213.0,0.4991242330322177
135.0,214.0,0.4348850422812905
135.0,215.0,0.6160008116877769
135.0,216.0,0.639851545282185
135.0,220.0,0.6620611754211239
138.0,101.0,0.615640317068335
138.0,102.0,0.6790530170759863
138.0,103.0,0.704682197873623
138.0,108.0,0.745380439775555
138.0,109.0,0.49365980188789926
